protein,fold_change,pval,n healthy,n sick,p_adj
P1874,0.015384718,4.53E-01,1006,48603,7.07E-01
P1875,0.017140014,4.54E-01,1006,48603,7.08E-01
P1876,0.022127407,4.55E-01,1006,48603,7.08E-01
P1877,0.018537282,4.55E-01,1006,48603,7.08E-01
P1878,0.025323068,4.55E-01,1006,48603,7.08E-01
P1879,0.030750914,4.56E-01,1006,48603,7.09E-01
P1880,0.007982021,4.56E-01,1006,48603,7.09E-01
P1881,-0.019048829,4.56E-01,1006,48603,7.09E-01
P1882,-0.020324967,4.57E-01,1006,48603,7.09E-01
P1883,0.006094461,4.58E-01,1006,48603,7.11E-01
P1884,0.023378654,4.60E-01,1006,48603,7.13E-01
P1885,-0.016667571,4.60E-01,1006,48603,7.14E-01
P1886,0.009948022,4.61E-01,1006,48603,7.14E-01
P1887,0.010071888,4.62E-01,1006,48603,7.15E-01
P1888,0.011565551,4.62E-01,1006,48603,7.15E-01
P1889,0.00778054,4.63E-01,1006,48603,7.16E-01
P1890,0.007597361,4.63E-01,1006,48603,7.16E-01
P1891,0.011603889,4.63E-01,1006,48603,7.16E-01
P1892,-0.007009934,4.64E-01,1006,48603,7.16E-01
P1893,0.015515654,4.64E-01,1006,48603,7.16E-01
P1894,0.01532587,4.66E-01,1006,48603,7.17E-01
P1895,0.035106447,4.65E-01,1006,48603,7.17E-01
P1896,0.040310873,4.66E-01,1006,48603,7.17E-01
P1897,0.008938157,4.66E-01,1006,48603,7.17E-01
P1898,0.013338359,4.65E-01,1006,48603,7.17E-01
P1899,0.009254532,4.66E-01,1006,48603,7.17E-01
P1900,-0.0136672,4.66E-01,1006,48603,7.17E-01
P1901,0.010736389,4.66E-01,1006,48603,7.17E-01
P1902,-0.013876385,4.67E-01,1006,48603,7.18E-01
P1903,0.006570553,4.68E-01,1006,48603,7.19E-01
P1904,-0.005801881,4.69E-01,1006,48603,7.20E-01
P1905,0.011559097,4.69E-01,1006,48603,7.20E-01
P1906,0.01579944,4.69E-01,1006,48603,7.20E-01
P1907,-0.008293864,4.70E-01,1006,48603,7.21E-01
P1908,0.013670179,4.71E-01,1006,48603,7.21E-01
P1909,0.015897183,4.71E-01,1006,48603,7.21E-01
P1910,0.016378477,4.72E-01,1006,48603,7.22E-01
P1911,0.011951923,4.72E-01,1006,48603,7.22E-01
P1912,0.014367205,4.72E-01,1006,48603,7.22E-01
P1913,-0.007182784,4.73E-01,1006,48603,7.23E-01
P1914,-0.014000751,4.73E-01,1006,48603,7.23E-01
P1915,-0.011930895,4.75E-01,1006,48603,7.24E-01
P1916,-0.015925811,4.76E-01,1006,48603,7.25E-01
P1917,0.006731899,4.76E-01,1006,48603,7.25E-01
P1918,0.013785677,4.76E-01,1006,48603,7.25E-01
P1919,0.012959512,4.76E-01,1006,48603,7.25E-01
P1920,-0.010475332,4.77E-01,1006,48603,7.25E-01
P1921,0.007493621,4.78E-01,1006,48603,7.27E-01
P1922,-0.012530227,4.78E-01,1006,48603,7.27E-01
P1923,-0.010143276,4.78E-01,1006,48603,7.27E-01
P1924,-0.012602814,4.78E-01,1006,48603,7.27E-01
P1925,-0.008854133,4.79E-01,1006,48603,7.27E-01
P1926,0.017415486,4.80E-01,1006,48603,7.27E-01
P1927,0.01498934,4.80E-01,1006,48603,7.27E-01
P1928,0.011832206,4.81E-01,1006,48603,7.27E-01
P1929,0.014691415,4.80E-01,1006,48603,7.27E-01
P1930,0.012271753,4.80E-01,1006,48603,7.27E-01
P1931,0.0235053,4.80E-01,1006,48603,7.27E-01
P1932,-0.00893297,4.80E-01,1006,48603,7.27E-01
P1933,-0.012144675,4.81E-01,1006,48603,7.28E-01
P1934,0.015311378,4.82E-01,1006,48603,7.29E-01
P1935,0.007668252,4.83E-01,1006,48603,7.30E-01
P1936,0.016926372,4.84E-01,1006,48603,7.30E-01
P1937,0.009476028,4.84E-01,1006,48603,7.31E-01
P1938,-0.010190008,4.86E-01,1006,48603,7.33E-01
P1939,-0.010694763,4.86E-01,1006,48603,7.33E-01
P1940,0.010877442,4.87E-01,1006,48603,7.33E-01
P1941,0.030209528,4.87E-01,1006,48603,7.33E-01
P1942,-0.006670686,4.88E-01,1006,48603,7.33E-01
P1943,0.021015631,4.87E-01,1006,48603,7.33E-01
P1944,0.022172895,4.87E-01,1006,48603,7.33E-01
P1945,0.007711084,4.87E-01,1006,48603,7.33E-01
P1946,0.030765468,4.89E-01,1006,48603,7.34E-01
P1947,-0.00603039,4.89E-01,1006,48603,7.34E-01
P1948,-0.007273734,4.90E-01,1006,48603,7.34E-01
P1949,0.008189058,4.90E-01,1006,48603,7.34E-01
P1950,0.021843897,4.90E-01,1006,48603,7.34E-01
P1951,0.013670339,4.90E-01,1006,48603,7.34E-01
P1952,0.006914656,4.90E-01,1006,48603,7.34E-01
P1953,-0.024054921,4.91E-01,1006,48603,7.35E-01
P1954,0.004917045,4.91E-01,1006,48603,7.35E-01
P1955,0.020269694,4.92E-01,1006,48603,7.36E-01
P1956,-0.018793798,4.93E-01,1006,48603,7.36E-01
P1957,0.014355704,4.93E-01,1006,48603,7.36E-01
P1958,-0.009363582,4.93E-01,1006,48603,7.36E-01
P1959,0.021047036,4.94E-01,1006,48603,7.37E-01
P1960,0.013220337,4.94E-01,1006,48603,7.37E-01
P1961,0.011924031,4.95E-01,1006,48603,7.38E-01
P1962,0.013044592,4.95E-01,1006,48603,7.38E-01
P1963,0.013503721,4.96E-01,1006,48603,7.38E-01
P1964,0.012231723,4.96E-01,1006,48603,7.38E-01
P1965,-0.007745917,4.97E-01,1006,48603,7.40E-01
P1966,0.00799087,4.98E-01,1006,48603,7.40E-01
P1967,-0.014449544,4.98E-01,1006,48603,7.40E-01
P1968,0.023385827,5.00E-01,1006,48603,7.41E-01
P1969,0.019111326,4.99E-01,1006,48603,7.41E-01
P1970,0.009268388,5.00E-01,1006,48603,7.41E-01
P1971,0.015285513,5.00E-01,1006,48603,7.41E-01
P1972,0.016265321,5.00E-01,1006,48603,7.42E-01
P1973,0.012788454,5.01E-01,1006,48603,7.42E-01
P1974,-0.00759425,5.01E-01,1006,48603,7.42E-01
P1975,0.011451416,5.02E-01,1006,48603,7.42E-01
P1976,0.006311484,5.02E-01,1006,48603,7.42E-01
P1977,0.007129503,5.02E-01,1006,48603,7.42E-01
P1978,-0.012803077,5.02E-01,1006,48603,7.42E-01
P1979,0.014505372,5.03E-01,1006,48603,7.43E-01
P1980,-0.012484966,5.03E-01,1006,48603,7.43E-01
P1981,-0.020611277,5.04E-01,1006,48603,7.44E-01
P1982,0.010537425,5.06E-01,1006,48603,7.46E-01
P1983,0.012000141,5.08E-01,1006,48603,7.49E-01
P1984,-0.011328467,5.08E-01,1006,48603,7.49E-01
P1985,0.026460253,5.08E-01,1006,48603,7.49E-01
P1986,0.009569014,5.09E-01,1006,48603,7.49E-01
P1987,-0.009214353,5.10E-01,1006,48603,7.50E-01
P1988,0.024248402,5.10E-01,1006,48603,7.50E-01
P1989,0.019799953,5.10E-01,1006,48603,7.50E-01
P1990,0.011794721,5.11E-01,1006,48603,7.50E-01
P1991,0.023045518,5.11E-01,1006,48603,7.50E-01
P1992,0.015519102,5.11E-01,1006,48603,7.50E-01
P1993,0.009246668,5.12E-01,1006,48603,7.51E-01
P1994,0.01670126,5.12E-01,1006,48603,7.51E-01
P1995,0.014248939,5.13E-01,1006,48603,7.51E-01
P1996,0.016774092,5.13E-01,1006,48603,7.51E-01
P1997,0.01076116,5.14E-01,1006,48603,7.52E-01
P1998,-0.008977045,5.14E-01,1006,48603,7.52E-01
P1999,-0.011183525,5.14E-01,1006,48603,7.52E-01
P2000,-0.005079467,5.15E-01,1006,48603,7.52E-01
P2001,0.01694554,5.15E-01,1006,48603,7.52E-01
P2002,-0.01689638,5.16E-01,1006,48603,7.52E-01
P2003,-0.006330174,5.16E-01,1006,48603,7.52E-01
P2004,0.015005815,5.16E-01,1006,48603,7.52E-01
P2005,0.012958968,5.17E-01,1006,48603,7.53E-01
P2006,0.01247372,5.18E-01,1006,48603,7.54E-01
P2007,0.018192838,5.18E-01,1006,48603,7.54E-01
P2008,-0.013764356,5.20E-01,1006,48603,7.56E-01
P2009,0.013230498,5.20E-01,1006,48603,7.56E-01
P2010,-0.007738501,5.20E-01,1006,48603,7.56E-01
P2011,0.006890915,5.21E-01,1006,48603,7.57E-01
P2012,0.01545213,5.21E-01,1006,48603,7.57E-01
P2013,0.005484644,5.23E-01,1006,48603,7.58E-01
P2014,0.018202571,5.22E-01,1006,48603,7.58E-01
P2015,0.005115406,5.23E-01,1006,48603,7.58E-01
P2016,0.012195513,5.22E-01,1006,48603,7.58E-01
P2017,0.014216224,5.22E-01,1006,48603,7.58E-01
P2018,-0.022601656,5.23E-01,1006,48603,7.58E-01
P2019,0.010867438,5.23E-01,1006,48603,7.58E-01
P2020,0.011656509,5.25E-01,1006,48603,7.58E-01
P2021,0.024350267,5.25E-01,1006,48603,7.58E-01
P2022,-0.023627529,5.26E-01,1006,48603,7.58E-01
P2023,0.013829581,5.25E-01,1006,48603,7.58E-01
P2024,0.017937057,5.24E-01,1006,48603,7.58E-01
P2025,0.012789017,5.24E-01,1006,48603,7.58E-01
P2026,0.014567477,5.25E-01,1006,48603,7.58E-01
P2027,-0.008934792,5.26E-01,1006,48603,7.58E-01
P2028,0.014119709,5.26E-01,1006,48603,7.58E-01
P2029,0.015649187,5.27E-01,1006,48603,7.59E-01
P2030,0.029164429,5.27E-01,1006,48603,7.59E-01
P2031,0.02520645,5.27E-01,1006,48603,7.59E-01
P2032,-0.008533729,5.28E-01,1006,48603,7.59E-01
P2033,0.018313315,5.29E-01,1006,48603,7.61E-01
P2034,0.026510871,5.30E-01,1006,48603,7.61E-01
P2035,-0.008671121,5.30E-01,1006,48603,7.61E-01
P2036,0.01263507,5.30E-01,1006,48603,7.61E-01
P2037,0.020619111,5.30E-01,1006,48603,7.61E-01
P2038,0.016722347,5.30E-01,1006,48603,7.61E-01
P2039,0.019351103,5.31E-01,1006,48603,7.61E-01
P2040,0.01141739,5.31E-01,1006,48603,7.61E-01
P2041,0.026833306,5.32E-01,1006,48603,7.62E-01
P2042,0.011315862,5.32E-01,1006,48603,7.62E-01
P2043,-0.007120221,5.34E-01,1006,48603,7.63E-01
P2044,0.014461508,5.34E-01,1006,48603,7.63E-01
P2045,-0.009430184,5.34E-01,1006,48603,7.63E-01
P2046,0.022369747,5.34E-01,1006,48603,7.63E-01
P2047,0.006777877,5.35E-01,1006,48603,7.64E-01
P2048,-0.00481087,5.36E-01,1006,48603,7.65E-01
P2049,-0.011376579,5.37E-01,1006,48603,7.66E-01
P2050,0.012958661,5.37E-01,1006,48603,7.66E-01
P2051,-0.012221637,5.38E-01,1006,48603,7.66E-01
P2052,0.009034448,5.39E-01,1006,48603,7.66E-01
P2053,0.009200888,5.38E-01,1006,48603,7.66E-01
P2054,-0.012420577,5.38E-01,1006,48603,7.66E-01
P2055,0.029057695,5.38E-01,1006,48603,7.66E-01
P2056,-0.006447241,5.38E-01,1006,48603,7.66E-01
P2057,0.011953326,5.43E-01,1006,48603,7.67E-01
P2058,-0.009008038,5.43E-01,1006,48603,7.67E-01
P2059,0.008272036,5.44E-01,1006,48603,7.67E-01
P2060,0.010786589,5.41E-01,1006,48603,7.67E-01
P2061,-0.00680555,5.42E-01,1006,48603,7.67E-01
P2062,0.007834401,5.42E-01,1006,48603,7.67E-01
P2063,0.00500217,5.41E-01,1006,48603,7.67E-01
P2064,0.007826197,5.44E-01,1006,48603,7.67E-01
P2065,-0.01188285,5.44E-01,1006,48603,7.67E-01
P2066,0.012637209,5.41E-01,1006,48603,7.67E-01
P2067,-0.012974274,5.42E-01,1006,48603,7.67E-01
P2068,0.007233631,5.42E-01,1006,48603,7.67E-01
P2069,0.012875729,5.42E-01,1006,48603,7.67E-01
P2070,-0.013472823,5.43E-01,1006,48603,7.67E-01
P2071,0.010888458,5.43E-01,1006,48603,7.67E-01
P2072,-0.006226489,5.43E-01,1006,48603,7.67E-01
P2073,0.015181305,5.44E-01,1006,48603,7.67E-01
P2074,-0.010560633,5.42E-01,1006,48603,7.67E-01
P2075,0.007404249,5.44E-01,1006,48603,7.67E-01
P2076,0.00653525,5.45E-01,1006,48603,7.68E-01
P2077,-0.007532465,5.46E-01,1006,48603,7.68E-01
P2078,-0.031750643,5.46E-01,1006,48603,7.68E-01
P2079,0.023774048,5.47E-01,1006,48603,7.68E-01
P2080,-0.027087857,5.47E-01,1006,48603,7.68E-01
P2081,0.020589875,5.47E-01,1006,48603,7.68E-01
P2082,-0.018520082,5.47E-01,1006,48603,7.68E-01
P2083,0.027381477,5.48E-01,1006,48603,7.69E-01
P2084,-0.007371746,5.49E-01,1006,48603,7.70E-01
P2085,-0.007266411,5.49E-01,1006,48603,7.70E-01
P2086,0.013427527,5.50E-01,1006,48603,7.70E-01
P2087,-0.027107709,5.50E-01,1006,48603,7.70E-01
P2088,0.018742993,5.51E-01,1006,48603,7.71E-01
P2089,0.014113757,5.52E-01,1006,48603,7.72E-01
P2090,-0.010758845,5.52E-01,1006,48603,7.72E-01
P2091,-0.013043997,5.55E-01,1006,48603,7.74E-01
P2092,-0.012298877,5.54E-01,1006,48603,7.74E-01
P2093,0.013299757,5.54E-01,1006,48603,7.74E-01
P2094,-0.004509678,5.55E-01,1006,48603,7.74E-01
P2095,-0.014455326,5.55E-01,1006,48603,7.74E-01
P2096,0.015501019,5.56E-01,1006,48603,7.75E-01
P2097,-0.014958348,5.57E-01,1006,48603,7.75E-01
P2098,0.021283081,5.56E-01,1006,48603,7.75E-01
P2099,0.016051374,5.57E-01,1006,48603,7.75E-01
P2100,-0.007652857,5.58E-01,1006,48603,7.76E-01
P2101,-0.012364615,5.59E-01,1006,48603,7.77E-01
P2102,0.014924064,5.59E-01,1006,48603,7.78E-01
P2103,-0.014202953,5.60E-01,1006,48603,7.78E-01
P2104,0.015303993,5.61E-01,1006,48603,7.80E-01
P2105,-0.011489091,5.62E-01,1006,48603,7.80E-01
P2106,-0.012515679,5.62E-01,1006,48603,7.80E-01
P2107,0.011295721,5.63E-01,1006,48603,7.80E-01
P2108,0.011749484,5.64E-01,1006,48603,7.81E-01
P2109,0.011441963,5.63E-01,1006,48603,7.81E-01
P2110,-0.012732056,5.64E-01,1006,48603,7.82E-01
P2111,0.014144456,5.65E-01,1006,48603,7.82E-01
P2112,-0.007635132,5.65E-01,1006,48603,7.82E-01
P2113,0.023218345,5.66E-01,1006,48603,7.82E-01
P2114,0.016999904,5.67E-01,1006,48603,7.83E-01
P2115,-0.006525906,5.67E-01,1006,48603,7.83E-01
P2116,0.003498235,5.66E-01,1006,48603,7.83E-01
P2117,0.00973731,5.68E-01,1006,48603,7.84E-01
P2118,0.014956614,5.68E-01,1006,48603,7.84E-01
P2119,-0.007407619,5.69E-01,1006,48603,7.84E-01
P2120,-0.010416685,5.69E-01,1006,48603,7.84E-01
P2121,-0.015258819,5.69E-01,1006,48603,7.84E-01
P2122,0.015198607,5.70E-01,1006,48603,7.85E-01
P2123,-0.011285075,5.70E-01,1006,48603,7.85E-01
P2124,-0.020066383,5.71E-01,1006,48603,7.85E-01
P2125,0.01361738,5.71E-01,1006,48603,7.85E-01
P2126,-0.009122619,5.71E-01,1006,48603,7.86E-01
P2127,0.008218343,5.72E-01,1006,48603,7.86E-01
P2128,0.023815964,5.74E-01,1006,48603,7.88E-01
P2129,-0.016529881,5.74E-01,1006,48603,7.88E-01
P2130,0.00477163,5.75E-01,1006,48603,7.90E-01
P2131,0.011219187,5.76E-01,1006,48603,7.90E-01
P2132,0.015882774,5.77E-01,1006,48603,7.90E-01
P2133,-0.021604793,5.76E-01,1006,48603,7.90E-01
P2134,-0.017505281,5.77E-01,1006,48603,7.90E-01
P2135,-0.018224477,5.78E-01,1006,48603,7.91E-01
P2136,-0.005241033,5.78E-01,1006,48603,7.91E-01
P2137,-0.023496121,5.78E-01,1006,48603,7.91E-01
P2138,-0.009540267,5.78E-01,1006,48603,7.91E-01
P2139,0.023813092,5.79E-01,1006,48603,7.91E-01
P2140,-0.011196882,5.81E-01,1006,48603,7.91E-01
P2141,0.019260728,5.80E-01,1006,48603,7.91E-01
P2142,0.010981582,5.81E-01,1006,48603,7.91E-01
P2143,0.007671981,5.80E-01,1006,48603,7.91E-01
P2144,0.008071469,5.81E-01,1006,48603,7.91E-01
P2145,0.012971247,5.79E-01,1006,48603,7.91E-01
P2146,0.012378013,5.81E-01,1006,48603,7.92E-01
P2147,0.011542671,5.82E-01,1006,48603,7.92E-01
P2148,-0.009773338,5.82E-01,1006,48603,7.92E-01
P2149,-0.008461753,5.83E-01,1006,48603,7.92E-01
P2150,0.005848397,5.84E-01,1006,48603,7.94E-01
P2151,-0.01131198,5.84E-01,1006,48603,7.94E-01
P2152,0.01320108,5.84E-01,1006,48603,7.94E-01
P2153,0.005879962,5.85E-01,1006,48603,7.94E-01
P2154,-0.017327966,5.85E-01,1006,48603,7.94E-01
P2155,0.014473943,5.86E-01,1006,48603,7.94E-01
P2156,0.018488012,5.87E-01,1006,48603,7.94E-01
P2157,-0.013329559,5.87E-01,1006,48603,7.94E-01
P2158,0.021645291,5.86E-01,1006,48603,7.94E-01
P2159,-0.012848246,5.87E-01,1006,48603,7.94E-01
P2160,0.016645704,5.87E-01,1006,48603,7.94E-01
P2161,0.013858347,5.88E-01,1006,48603,7.96E-01
P2162,0.013425806,5.89E-01,1006,48603,7.96E-01
P2163,0.009984103,5.89E-01,1006,48603,7.96E-01
P2164,-0.005535091,5.90E-01,1006,48603,7.97E-01
P2165,-0.018643843,5.90E-01,1006,48603,7.97E-01
P2166,-0.008101525,5.91E-01,1006,48603,7.97E-01
P2167,-0.00780205,5.91E-01,1006,48603,7.97E-01
P2168,0.011657192,5.91E-01,1006,48603,7.97E-01
P2169,0.019953713,5.91E-01,1006,48603,7.97E-01
P2170,-0.009401474,5.94E-01,1006,48603,7.98E-01
P2171,-0.005429267,5.93E-01,1006,48603,7.98E-01
P2172,-0.006708006,5.93E-01,1006,48603,7.98E-01
P2173,-0.004469943,5.94E-01,1006,48603,7.98E-01
P2174,0.010334112,5.94E-01,1006,48603,7.98E-01
P2175,-0.007391131,5.94E-01,1006,48603,7.98E-01
P2176,0.009173396,5.94E-01,1006,48603,7.98E-01
P2177,0.008278427,5.93E-01,1006,48603,7.98E-01
P2178,0.004409608,5.95E-01,1006,48603,7.98E-01
P2179,0.006154084,5.95E-01,1006,48603,7.99E-01
P2180,0.023001469,5.96E-01,1006,48603,7.99E-01
P2181,0.017080146,5.96E-01,1006,48603,7.99E-01
P2182,0.011907447,5.97E-01,1006,48603,8.00E-01
P2183,0.008456669,5.98E-01,1006,48603,8.01E-01
P2184,0.021988136,5.99E-01,1006,48603,8.02E-01
P2185,0.018126828,6.01E-01,1006,48603,8.03E-01
P2186,0.01345352,6.00E-01,1006,48603,8.03E-01
P2187,0.018469983,6.00E-01,1006,48603,8.03E-01
P2188,0.01035517,6.01E-01,1006,48603,8.03E-01
P2189,0.009313554,6.01E-01,1006,48603,8.03E-01
P2190,0.004897609,6.03E-01,1006,48603,8.04E-01
P2191,-0.00610626,6.03E-01,1006,48603,8.04E-01
P2192,0.016888109,6.03E-01,1006,48603,8.04E-01
P2193,-0.012184034,6.03E-01,1006,48603,8.04E-01
P2194,0.012432743,6.05E-01,1006,48603,8.06E-01
P2195,0.006978359,6.06E-01,1006,48603,8.07E-01
P2196,-0.00639643,6.06E-01,1006,48603,8.07E-01
P2197,0.013871641,6.06E-01,1006,48603,8.07E-01
P2198,-0.006232957,6.08E-01,1006,48603,8.07E-01
P2199,0.007396023,6.08E-01,1006,48603,8.07E-01
P2200,0.006178813,6.07E-01,1006,48603,8.07E-01
P2201,0.012197631,6.08E-01,1006,48603,8.07E-01
P2202,0.022610917,6.08E-01,1006,48603,8.07E-01
P2203,-0.008919705,6.10E-01,1006,48603,8.08E-01
P2204,0.005792028,6.10E-01,1006,48603,8.08E-01
P2205,0.011033727,6.10E-01,1006,48603,8.08E-01
P2206,0.017115053,6.10E-01,1006,48603,8.08E-01
P2207,0.011452613,6.10E-01,1006,48603,8.08E-01
P2208,-0.014559135,6.09E-01,1006,48603,8.08E-01
P2209,0.012643199,6.11E-01,1006,48603,8.08E-01
P2210,0.006984568,6.11E-01,1006,48603,8.08E-01
P2211,0.022617677,6.11E-01,1006,48603,8.08E-01
P2212,0.0172415,6.12E-01,1006,48603,8.08E-01
P2213,0.016242873,6.14E-01,1006,48603,8.09E-01
P2214,0.01426679,6.13E-01,1006,48603,8.09E-01
P2215,-0.007694635,6.13E-01,1006,48603,8.09E-01
P2216,-0.005049303,6.13E-01,1006,48603,8.09E-01
P2217,-0.008932603,6.13E-01,1006,48603,8.09E-01
P2218,0.005815891,6.14E-01,1006,48603,8.09E-01
P2219,-0.009014629,6.15E-01,1006,48603,8.10E-01
P2220,0.017302028,6.16E-01,1006,48603,8.11E-01
P2221,0.01667372,6.16E-01,1006,48603,8.11E-01
P2222,-0.005838052,6.16E-01,1006,48603,8.11E-01
P2223,0.013000625,6.17E-01,1006,48603,8.11E-01
P2224,0.018037277,6.17E-01,1006,48603,8.11E-01
P2225,-0.006516698,6.17E-01,1006,48603,8.11E-01
P2226,-0.008924025,6.22E-01,1006,48603,8.12E-01
P2227,0.016337052,6.20E-01,1006,48603,8.12E-01
P2228,-0.016663494,6.20E-01,1006,48603,8.12E-01
P2229,0.0066146,6.20E-01,1006,48603,8.12E-01
P2230,-0.005782255,6.22E-01,1006,48603,8.12E-01
P2231,0.007645695,6.19E-01,1006,48603,8.12E-01
P2232,0.00577899,6.21E-01,1006,48603,8.12E-01
P2233,-0.011057371,6.20E-01,1006,48603,8.12E-01
P2234,0.012863954,6.22E-01,1006,48603,8.12E-01
P2235,0.017699743,6.19E-01,1006,48603,8.12E-01
P2236,0.016275142,6.21E-01,1006,48603,8.12E-01
P2237,0.004101541,6.22E-01,1006,48603,8.12E-01
P2238,0.013566735,6.20E-01,1006,48603,8.12E-01
P2239,0.010658542,6.23E-01,1006,48603,8.12E-01
P2240,-0.011019912,6.21E-01,1006,48603,8.12E-01
P2241,-0.008436571,6.23E-01,1006,48603,8.12E-01
P2242,0.019852387,6.23E-01,1006,48603,8.12E-01
P2243,0.0157327,6.23E-01,1006,48603,8.12E-01
P2244,-0.004963313,6.24E-01,1006,48603,8.13E-01
P2245,0.014922341,6.26E-01,1006,48603,8.14E-01
P2246,0.018597053,6.26E-01,1006,48603,8.15E-01
P2247,0.012801745,6.26E-01,1006,48603,8.15E-01
P2248,0.014955793,6.27E-01,1006,48603,8.16E-01
P2249,-0.014248838,6.28E-01,1006,48603,8.16E-01
P2250,-0.008942547,6.28E-01,1006,48603,8.16E-01
P2251,-0.013460186,6.29E-01,1006,48603,8.16E-01
P2252,0.009853096,6.30E-01,1006,48603,8.17E-01
P2253,-0.008340504,6.30E-01,1006,48603,8.17E-01
P2254,0.013511751,6.30E-01,1006,48603,8.17E-01
P2255,-0.007892716,6.30E-01,1006,48603,8.17E-01
P2256,-0.003324423,6.31E-01,1006,48603,8.18E-01
P2257,-0.009263247,6.32E-01,1006,48603,8.18E-01
P2258,-0.010564449,6.33E-01,1006,48603,8.19E-01
P2259,0.011745042,6.33E-01,1006,48603,8.19E-01
P2260,-0.010816657,6.33E-01,1006,48603,8.19E-01
P2261,0.009725775,6.34E-01,1006,48603,8.20E-01
P2262,-0.004521814,6.34E-01,1006,48603,8.20E-01
P2263,0.016517472,6.40E-01,1006,48603,8.23E-01
P2264,0.011983051,6.38E-01,1006,48603,8.23E-01
P2265,-0.009094482,6.40E-01,1006,48603,8.23E-01
P2266,0.019512358,6.40E-01,1006,48603,8.23E-01
P2267,0.005458522,6.40E-01,1006,48603,8.23E-01
P2268,0.006847819,6.39E-01,1006,48603,8.23E-01
P2269,0.00560913,6.39E-01,1006,48603,8.23E-01
P2270,0.011872196,6.41E-01,1006,48603,8.23E-01
P2271,0.02379515,6.39E-01,1006,48603,8.23E-01
P2272,-0.00707946,6.39E-01,1006,48603,8.23E-01
P2273,0.004696721,6.38E-01,1006,48603,8.23E-01
P2274,-0.019639028,6.40E-01,1006,48603,8.23E-01
P2275,-0.009955945,6.41E-01,1006,48603,8.24E-01
P2276,-0.008370221,6.41E-01,1006,48603,8.24E-01
P2277,0.015538047,6.42E-01,1006,48603,8.24E-01
P2278,0.020517928,6.42E-01,1006,48603,8.24E-01
P2279,0.007285092,6.43E-01,1006,48603,8.24E-01
P2280,0.007863875,6.45E-01,1006,48603,8.26E-01
P2281,0.008166386,6.46E-01,1006,48603,8.26E-01
P2282,0.013653176,6.45E-01,1006,48603,8.26E-01
P2283,0.011544626,6.45E-01,1006,48603,8.26E-01
P2284,0.006418722,6.47E-01,1006,48603,8.27E-01
P2285,0.018191637,6.48E-01,1006,48603,8.28E-01
P2286,0.006035834,6.54E-01,1006,48603,8.29E-01
P2287,-0.012238437,6.52E-01,1006,48603,8.29E-01
P2288,0.010633256,6.52E-01,1006,48603,8.29E-01
P2289,0.006946339,6.52E-01,1006,48603,8.29E-01
P2290,0.006293011,6.52E-01,1006,48603,8.29E-01
P2291,-0.012635974,6.52E-01,1006,48603,8.29E-01
P2292,0.004707578,6.49E-01,1006,48603,8.29E-01
P2293,0.020099681,6.52E-01,1006,48603,8.29E-01
P2294,0.009517133,6.54E-01,1006,48603,8.29E-01
P2295,0.005061365,6.51E-01,1006,48603,8.29E-01
P2296,0.015867524,6.51E-01,1006,48603,8.29E-01
P2297,-0.011408296,6.53E-01,1006,48603,8.29E-01
P2298,0.007912955,6.51E-01,1006,48603,8.29E-01
P2299,0.007632424,6.51E-01,1006,48603,8.29E-01
P2300,0.003524096,6.53E-01,1006,48603,8.29E-01
P2301,0.009754807,6.54E-01,1006,48603,8.29E-01
P2302,-0.005271495,6.53E-01,1006,48603,8.29E-01
P2303,-0.009250855,6.52E-01,1006,48603,8.29E-01
P2304,-0.007098005,6.50E-01,1006,48603,8.29E-01
P2305,0.010455878,6.49E-01,1006,48603,8.29E-01
P2306,-0.010994769,6.50E-01,1006,48603,8.29E-01
P2307,0.005467151,6.54E-01,1006,48603,8.29E-01
P2308,0.012240745,6.56E-01,1006,48603,8.31E-01
P2309,-0.009190188,6.57E-01,1006,48603,8.32E-01
P2310,-0.008073499,6.58E-01,1006,48603,8.33E-01
P2311,0.009178674,6.61E-01,1006,48603,8.36E-01
P2312,-0.008107223,6.61E-01,1006,48603,8.36E-01
P2313,0.005323312,6.61E-01,1006,48603,8.36E-01
P2314,0.01148645,6.61E-01,1006,48603,8.36E-01
P2315,0.015414128,6.63E-01,1006,48603,8.36E-01
P2316,-0.006336687,6.63E-01,1006,48603,8.36E-01
P2317,0.011094558,6.63E-01,1006,48603,8.36E-01
P2318,0.005245538,6.63E-01,1006,48603,8.36E-01
P2319,0.008246648,6.65E-01,1006,48603,8.38E-01
P2320,-0.009349009,6.66E-01,1006,48603,8.39E-01
P2321,-0.00548575,6.67E-01,1006,48603,8.40E-01
P2322,0.003643573,6.68E-01,1006,48603,8.41E-01
P2323,0.005325204,6.68E-01,1006,48603,8.41E-01
P2324,0.006213007,6.69E-01,1006,48603,8.41E-01
P2325,0.012355495,6.70E-01,1006,48603,8.42E-01
P2326,0.002740992,6.70E-01,1006,48603,8.42E-01
P2327,-0.005129011,6.72E-01,1006,48603,8.44E-01
P2328,0.01956229,6.72E-01,1006,48603,8.44E-01
P2329,0.007256739,6.73E-01,1006,48603,8.44E-01
P2330,0.017336034,6.73E-01,1006,48603,8.44E-01
P2331,-0.011465203,6.74E-01,1006,48603,8.45E-01
P2332,-0.010261661,6.74E-01,1006,48603,8.45E-01
P2333,0.011099987,6.74E-01,1006,48603,8.45E-01
